Unnamed: 0,Stadtbezirk,Ortsteil,Straße,HNr,HNrZusatz,PLZ,Gebaeudelage,Eigentumsform,Gebäudeart,Gebäudetyp,Nutzungszusatz,Anzahl Geschosse,Anzahl Wohneinheiten,Anzahl Gewerbeeinheiten,Aufzug,Baujahr,Baujahr Geschaetzt,Begehungsdatum,Denkmalschutz,Energieausweis Vorhanden,Heizungsart,Plattenbau,Stellplatz,Tiefgarage,Teilsanierung,Vollsanierung,Vollsanierung Geschaetzt,street,house_nr,hnr_add,building_id
79995,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,12,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,0 - mit Wohnnutzung,5.0,7.0,0.0,Ja,1900.0,Nein,2013-03-07,Ja,Ja,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Löhrstraße,12.0,,DESN_0005VQO
79997,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,12,,4105.0,83 - Hinterhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,4.0,0.0,0.0,Ja,1900.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Löhrstraße,12.0,,DESN_0005VQO
80000,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,13,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,18.0,6.0,Ja,1870.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,2001.0,Nein,Löhrstraße,13.0,,DESN_0005VQG
80003,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,13,,4105.0,83 - Hinterhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Löhrstraße,13.0,,DESN_0005VQG
80006,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,15,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,16.0,5.0,Ja,1870.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Löhrstraße,15.0,,DESN_0005VQ9
80009,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,18,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,142 - Bürohaus,,8.0,0.0,0.0,Ja,1996.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Löhrstraße,18.0,,DESN_0005VQS
80011,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,18,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,142 - Bürohaus,,8.0,0.0,0.0,Ja,1996.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Löhrstraße,18.0,,DESN_0005VQV
80013,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,19,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,14.0,0.0,Ja,1870.0,Nein,2013-03-07,Nein,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Löhrstraße,19.0,,DESN_0005VQ8
80015,0 - Mitte,06 - Zentrum-Nord,Löhrstraße,21,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,7.0,13.0,1.0,Ja,1997.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,,Nein,Löhrstraße,21.0,,DESN_0007GF0
80725,0 - Mitte,06 - Zentrum-Nord,Lumumbastraße,1,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,4.0,10.0,,Nein,2014.0,Nein,,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Lumumbastraße,1.0,,DESN_000TLQC
80726,0 - Mitte,06 - Zentrum-Nord,Lumumbastraße,1,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,4.0,10.0,,Nein,2014.0,Nein,,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Lumumbastraße,1.0,,DESN_{E6822F77-8B7E-48AD-9790-F629D4A4266F}
80728,0 - Mitte,06 - Zentrum-Nord,Lumumbastraße,4,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,143 - Sonstiges,,1.0,0.0,0.0,Nein,1900.0,Nein,2006-03-03,k.A.,Nein,,Nein,Nein,Nein,Nein,,Nein,Lumumbastraße,4.0,,DESN_00066PP
80731,0 - Mitte,06 - Zentrum-Nord,Lumumbastraße,5,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,6.0,10.0,0.0,Nein,2002.0,Nein,2003-09-17,Nein,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Lumumbastraße,5.0,,DESN_000RDNG
80735,0 - Mitte,06 - Zentrum-Nord,Lumumbastraße,9,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,5.0,12.0,2.0,Ja,1900.0,Nein,2004-04-01,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1997.0,Nein,Lumumbastraße,9.0,,DESN_0005TKS
91283,0 - Mitte,06 - Zentrum-Nord,Nordplatz,1,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,4.0,Nein,1870.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2001.0,Nein,Nordplatz,1.0,,DESN_0005XM4
91284,0 - Mitte,06 - Zentrum-Nord,Nordplatz,2,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,6.0,54.0,0.0,Ja,1900.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1995.0,Nein,Nordplatz,2.0,,DESN_0005XLS
91286,0 - Mitte,06 - Zentrum-Nord,Nordplatz,4,,4105.0,01 - Vorderhaus,4 - Sonstige,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,12.0,0.0,Nein,1900.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1995.0,Nein,Nordplatz,4.0,,DESN_0005XLI
91288,0 - Mitte,06 - Zentrum-Nord,Nordplatz,6,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,4.0,Ja,1900.0,Nein,2013-03-12,Ja,Nein,1 - Fernheizung,Nein,Ja,Nein,Nein,1998.0,Nein,Nordplatz,6.0,,DESN_0005XLB
91289,0 - Mitte,06 - Zentrum-Nord,Nordplatz,6,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,4.0,Ja,1900.0,Nein,2013-03-12,Ja,Nein,1 - Fernheizung,Nein,Ja,Nein,Nein,1998.0,Nein,Nordplatz,6.0,,DESN_0005XLC
91290,0 - Mitte,06 - Zentrum-Nord,Nordplatz,6,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,4.0,Ja,1900.0,Nein,2013-03-12,Ja,Nein,1 - Fernheizung,Nein,Ja,Nein,Nein,1998.0,Nein,Nordplatz,6.0,,DESN_001AP7X
91291,0 - Mitte,06 - Zentrum-Nord,Nordplatz,7,,4105.0,01 - Vorderhaus,1 - Kommunal,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,8.0,32.0,2.0,Ja,1997.0,Nein,2013-03-12,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,,Nein,Nordplatz,7.0,,DESN_001AP7Y
91292,0 - Mitte,06 - Zentrum-Nord,Nordplatz,8,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,12.0,2.0,Nein,1900.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1997.0,Nein,Nordplatz,8.0,,DESN_001AP7W
91293,0 - Mitte,06 - Zentrum-Nord,Nordplatz,9,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,4.0,6.0,3.0,Nein,1900.0,Nein,2013-03-12,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1995.0,Nein,Nordplatz,9.0,,DESN_00044B5
91294,0 - Mitte,06 - Zentrum-Nord,Nordplatz,10,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,4.0,8.0,0.0,Nein,1870.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Nordplatz,10.0,,DESN_00044B6
91296,0 - Mitte,06 - Zentrum-Nord,Nordplatz,11,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,,,3.0,0.0,0.0,Nein,1870.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2007.0,Nein,Nordplatz,11.0,,DESN_0005XNE
91297,0 - Mitte,06 - Zentrum-Nord,Nordplatz,11,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,,,3.0,0.0,0.0,Nein,1870.0,Nein,2013-03-12,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2007.0,Nein,Nordplatz,11.0,,DESN_000617V
91298,0 - Mitte,06 - Zentrum-Nord,Nordplatz,13,,4105.0,01 - Vorderhaus,1 - Kommunal,14 - Öffentliche Nutzung,,0 - mit Wohnnutzung,4.0,1.0,0.0,Nein,1900.0,Nein,2013-03-12,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1997.0,Nein,Nordplatz,13.0,,DESN_0005XMI
91300,0 - Mitte,06 - Zentrum-Nord,Nordstraße,1,,4105.0,01 - Vorderhaus,4 - Sonstige,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,2.0,0.0,Ja,1946.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,2000.0,Nein,Nordstraße,1.0,,DESN_0005VR2
91312,0 - Mitte,06 - Zentrum-Nord,Nordstraße,32,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,32.0,,DESN_0005VR3
91313,0 - Mitte,06 - Zentrum-Nord,Nordstraße,34,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,11.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,34.0,,DESN_0005VOS
91315,0 - Mitte,06 - Zentrum-Nord,Nordstraße,36,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,36.0,,DESN_0005XK1
91317,0 - Mitte,06 - Zentrum-Nord,Nordstraße,38,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,38.0,,DESN_0005XMW
91319,0 - Mitte,06 - Zentrum-Nord,Nordstraße,40,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,4.0,4.0,0.0,Nein,1900.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,40.0,,DESN_0005XNW
91320,0 - Mitte,06 - Zentrum-Nord,Nordstraße,41,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,143 - Sonstiges,,1.0,0.0,0.0,Nein,2012.0,Nein,2013-03-07,k.A.,Nein,,Nein,Nein,Nein,Nein,,Nein,Nordstraße,41.0,,DESN_000ZXDB
91321,0 - Mitte,06 - Zentrum-Nord,Nordstraße,42,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,4.0,15.0,0.0,Nein,1870.0,Nein,2013-03-07,k.A.,Nein,3 - Ofenheizung,Nein,Nein,Nein,Nein,2010.0,Nein,Nordstraße,42.0,,DESN_0005XMG
91323,0 - Mitte,06 - Zentrum-Nord,Nordstraße,44,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,4.0,13.0,0.0,Ja,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,44.0,,DESN_0005XMF
91326,0 - Mitte,06 - Zentrum-Nord,Nordstraße,49,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,6.0,24.0,0.0,Nein,1990.0,Nein,2013-03-07,Ja,Nein,3 - Ofenheizung,Nein,Nein,Nein,Nein,,Nein,Nordstraße,49.0,,DESN_0005XM0
91327,0 - Mitte,06 - Zentrum-Nord,Nordstraße,50,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,16.0,2.0,Nein,1870.0,Nein,2013-03-07,k.A.,Nein,3 - Ofenheizung,Nein,Nein,Nein,Ja,,Nein,Nordstraße,50.0,,DESN_0005XME
91328,0 - Mitte,06 - Zentrum-Nord,Nordstraße,51,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,13.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Nordstraße,51.0,,DESN_0005XLZ
91329,0 - Mitte,06 - Zentrum-Nord,Nordstraße,52,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,52.0,,DESN_0005XMD
91330,0 - Mitte,06 - Zentrum-Nord,Nordstraße,53,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,8.0,1.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,53.0,,DESN_0005XLX
91332,0 - Mitte,06 - Zentrum-Nord,Nordstraße,55,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2008.0,Nein,Nordstraße,55.0,,DESN_0005XLY
91334,0 - Mitte,06 - Zentrum-Nord,Nordstraße,57,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,12.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1996.0,Nein,Nordstraße,57.0,,DESN_0005XLW
91335,0 - Mitte,06 - Zentrum-Nord,Nordstraße,58,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,13.0,3.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1997.0,Nein,Nordstraße,58.0,,DESN_0005XM9
91336,0 - Mitte,06 - Zentrum-Nord,Nordstraße,60,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1999.0,Nein,Nordstraße,60.0,,DESN_0005XM8
91337,0 - Mitte,06 - Zentrum-Nord,Nordstraße,62,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,13.0,0.0,Ja,1900.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1996.0,Nein,Nordstraße,62.0,,DESN_0005XM7
91338,0 - Mitte,06 - Zentrum-Nord,Nordstraße,64,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,13.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,3 - Ofenheizung,Nein,Nein,Nein,Nein,2008.0,Nein,Nordstraße,64.0,,DESN_0005XM6
91339,0 - Mitte,06 - Zentrum-Nord,Nordstraße,66,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1996.0,Nein,Nordstraße,66.0,,DESN_0005XM5
95072,0 - Mitte,06 - Zentrum-Nord,Parthenstraße,1,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Parthenstraße,1.0,,DESN_0005VR8
95073,0 - Mitte,06 - Zentrum-Nord,Parthenstraße,2,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Parthenstraße,2.0,,DESN_0005VR7
95074,0 - Mitte,06 - Zentrum-Nord,Parthenstraße,3,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Parthenstraße,3.0,,DESN_0005VR5
95075,0 - Mitte,06 - Zentrum-Nord,Parthenstraße,4,,4105.0,01 - Vorderhaus,3 - Genossenschaften,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,10.0,0.0,Nein,1960.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Parthenstraße,4.0,,DESN_0005VR4
95076,0 - Mitte,06 - Zentrum-Nord,Parthenstraße,8,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,3.0,0.0,0.0,Ja,2009.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Parthenstraße,8.0,,DESN_000NTYJ
96338,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,2,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,142 - Bürohaus,,5.0,0.0,6.0,Nein,1900.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1995.0,Nein,Pfaffendorfer Straße,2.0,,DESN_001AZE2
96339,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,2,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,142 - Bürohaus,,5.0,0.0,6.0,Nein,1900.0,Nein,2013-03-07,Ja,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,1995.0,Nein,Pfaffendorfer Straße,2.0,,DESN_001AZE5
96344,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,6,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,6.0,0.0,0.0,Ja,1992.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Pfaffendorfer Straße,6.0,,DESN_0005VPB
96349,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,12,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,5.0,0.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Ja,,Nein,Pfaffendorfer Straße,12.0,,DESN_0005S7U
96355,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,16,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,6.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2008.0,Nein,Pfaffendorfer Straße,16.0,,DESN_0005SHW
96359,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,18,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,4.0,7.0,2.0,Nein,1870.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Pfaffendorfer Straße,18.0,,DESN_0005VP3
96361,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,18,,4105.0,83 - Hinterhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,0 - mit Wohnnutzung,3.0,10.0,0.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2001.0,Nein,Pfaffendorfer Straße,18.0,,DESN_0005VP3
96363,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,20,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,7.0,19.0,2.0,Ja,1998.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,,Nein,Pfaffendorfer Straße,20.0,,DESN_0006UXM
96366,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,20,,4105.0,83 - Hinterhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,0 - mit Wohnnutzung,3.0,5.0,0.0,Nein,1998.0,Nein,2013-03-07,k.A.,Nein,1 - Fernheizung,Nein,Nein,Nein,Nein,,Nein,Pfaffendorfer Straße,20.0,,DESN_0006UXM
96375,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,26,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,134 - Mehrfamilien – Einzelhaus,,3.0,3.0,1.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Pfaffendorfer Straße,26.0,,DESN_000CCJB
96575,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,44,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,4.0,0.0,Nein,1900.0,Nein,2013-03-07,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2012.0,Nein,Pfaffendorfer Straße,44.0,,DESN_0005XLE
96577,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,48,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,24.0,0.0,Nein,1900.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2009.0,Nein,Pfaffendorfer Straße,48.0,,DESN_0005XLL
96579,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,52,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,,5.0,11.0,1.0,Nein,1870.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2013.0,Nein,Pfaffendorfer Straße,52.0,,DESN_0005XLN
96581,0 - Mitte,06 - Zentrum-Nord,Pfaffendorfer Straße,56,,4105.0,01 - Vorderhaus,6 - Privateigentum,13 - Wohngebäude,135 - Mehrfamilien – Reihenhaus,0 - mit Wohnnutzung,5.0,12.0,0.0,Nein,1900.0,Nein,2013-03-07,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,1998.0,Nein,Pfaffendorfer Straße,56.0,,DESN_0005XLT
105607,0 - Mitte,06 - Zentrum-Nord,Roscherstraße,4,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,1.0,0.0,0.0,Nein,1999.0,Nein,2013-03-08,k.A.,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,,Nein,Roscherstraße,4.0,,DESN_001AVIY
105609,0 - Mitte,06 - Zentrum-Nord,Roscherstraße,6,,4105.0,01 - Vorderhaus,4 - Sonstige,14 - Öffentliche Nutzung,143 - Sonstiges,,1.0,0.0,0.0,Nein,1950.0,Nein,2013-03-08,k.A.,Nein,,Nein,Nein,Nein,Nein,,Nein,Roscherstraße,6.0,,DESN_0005XQ7
124405,0 - Mitte,06 - Zentrum-Nord,Tröndlinring,8,,4105.0,01 - Vorderhaus,6 - Privateigentum,14 - Öffentliche Nutzung,143 - Sonstiges,,5.0,0.0,0.0,Ja,1900.0,Nein,2010-06-08,Ja,Nein,2 - Zentralheizung,Nein,Nein,Nein,Nein,2005.0,Nein,Tröndlinring,8.0,,DESN_0006162
